,file,predicted1,predicted2,predicted3,x,y,z
6054,571-to-2-H-O.jpg,SMOKING ACCESSORIES,SOUVENIRS,OTHER,5.491209,4.4280987,2.5551085
6055,571-to-7-H-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,12.800515,2.344806,8.433511
6056,571-to-8-H-O.jpg,DOMESTIC APPLIANCES,LIGHTING,SANITARY EQUIPMENT,3.8256898,0.7325177,6.0070887
6057,571-to-9-H-O.jpg,DOMESTIC APPLIANCES,TABLEWARE,SANITARY EQUIPMENT,3.6744647,0.8875869,5.8405013
6058,5710-O---copyright-CoID-.jpg,GRAPHICS,SOUVENIRS,DESIGN THEORY,11.679373,3.5732737,7.6330786
6059,5711-O---copyright-CoID-.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,12.773336,2.2194474,10.674096
6060,5717-O---copyright-CoID-.jpg,CARPETS,INTERIOR DESIGN,WALLPAPER,8.265661,-1.4551054,3.580026
6061,5718-O---copyright-CoID-.jpg,GRAPHICS,DESIGN THEORY,TRANSPORT,10.421478,1.2911402,8.350652
6062,5719-O---copyright-CoID-.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,13.399641,1.1220082,8.772337
6063,572-to-1+2-H-O.jpg,DESIGN THEORY,GRAPHICS,SOUVENIRS,10.02433,2.31745,8.064314
6064,572-to-10-T-O.jpg,WALLPAPER,CARPETS,TEXTILES,13.335214,-0.9912295,2.7579176
6065,572-to-11-T-O.jpg,WALLPAPER,CARPETS,TEXTILES,13.453256,-1.0110767,2.7903242
6066,572-to-12-T-O.jpg,WALLPAPER,CARPETS,TEXTILES,13.763259,-1.017653,3.0539172
6067,572-to-13-T-O.jpg,WALLPAPER,TEXTILES,CARPETS,13.763449,-0.98425657,2.802222
6068,572-to-14-T-O.jpg,WALLPAPER,BUILDING ACCESSORIES,CARPETS,14.0480995,-0.4017867,3.7571602
6069,572-to-15-T-O.jpg,GRAPHICS,SOUVENIRS,DESIGN THEORY,11.814832,1.8832432,12.684942
6070,572-to-16-T-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,12.003288,1.9476819,12.6963415
6071,572-to-17-T-O.jpg,GRAPHICS,WALLPAPER,DESIGN THEORY,11.890286,1.8769945,12.938961
6072,572-to-18-T-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,11.901703,1.8179146,12.831994
6073,572-to-19-H-O.jpg,TABLEWARE,CERAMICS,SOUVENIRS,10.430771,4.9152293,2.1072443
6074,572-to-20-H-O.jpg,TABLEWARE,ORNAMENTS,SMOKING ACCESSORIES,8.896817,7.5290785,1.3226478
6075,572-to-21-H-O.jpg,TEXTILES,CARPETS,WALLPAPER,12.254396,-2.0040426,2.520887
